Reservation_PK,ClientID_FK,Hotel_FK,Flight_FK,Localisation_FK,Temps_FK,Total_Prix,Status_Reservation,Méthode_Paiement,Note_Client
13290,2018652,1883,0,6992036,1016,3840,1799999999998,1,Virement bancaire,4
13291,2018653,1858,0,6992036,452,395,26999999999998,0,Espèces,2
13292,2018654,0,0,6992049,1472,3875,8000000000002,1,Carte bancaire,2
13293,2018655,1877,0,6992036,647,6283,1899999999996,1,PayPal,3
13294,2018656,1857,0,6992049,37,334,49000000000001,0,PayPal,4
13295,2018657,1857,0,6992049,1052,3826,96,-1,Virement bancaire,2
13296,2018658,1860,0,6992049,1641,7353,3100000000004,1,Carte bancaire,1
13297,2018659,1861,0,6992049,130,4768,9499999999998,0,Carte bancaire,1
13298,2018660,0,0,6992049,677,5839,4300000000003,1,Virement bancaire,5
13299,2018661,1883,0,6992036,1747,5244,5,-1,Virement bancaire,4
13300,2018662,1876,0,6992036,616,4355,9200000000001,0,Espèces,2
13301,2018663,1869,0,6992036,1696,5700,0100000000002,-1,Espèces,3
13302,2018664,0,0,6992049,222,3747,2399999999998,1,Virement bancaire,5
13303,2018665,1873,0,6992036,585,5732,9200000000001,-1,Espèces,3
13304,2018666,1873,0,6992036,250,5064,1800000000003,0,Carte bancaire,1
13305,2018667,0,0,0,49,907,10000000000002,0,Virement bancaire,2
13306,2018668,1861,0,6992049,411,4690,0799999999999,1,PayPal,5
13307,2018669,0,0,6992036,233,5178,5,1,Virement bancaire,3
13308,2018670,1860,0,6992049,1698,814,24000000000001,1,Espèces,3
13309,2018671,1860,0,6992049,1170,2721,6900000000001,1,Carte bancaire,1
13310,2018672,1873,0,6992036,439,7074,5200000000004,-1,PayPal,4
13311,2018673,0,0,6992049,1765,6230,8800000000001,0,Espèces,1
13312,2018674,0,0,6992049,189,4063,4299999999998,1,Carte bancaire,5
13313,2018675,1873,0,6992036,151,992,71000000000004,-1,Virement bancaire,3
13314,2018676,0,0,6992036,1321,3378,96,1,Carte bancaire,3
13315,2018677,1857,0,6992049,981,5647,5500000000002,-1,PayPal,5
13316,2018678,0,0,6992049,710,1026,4000000000001,0,PayPal,4
13317,2018679,1861,0,6992049,654,1970,-1,Carte bancaire,2
13318,2018680,0,0,0,489,5262,46,0,Espèces,1
13319,2018681,1873,0,6992036,1309,6866,0299999999997,1,PayPal,4
13320,2018682,1883,0,6992036,738,1288,3900000000001,0,Carte bancaire,4
13321,2018683,1857,0,6992049,483,6198,9799999999996,1,Virement bancaire,5
13322,2018684,1861,0,6992049,439,1160,6099999999999,1,Virement bancaire,3
13323,2018685,1877,0,6992036,1541,6224,1800000000003,-1,Virement bancaire,1
13324,2018686,0,0,6992036,590,1652,71,-1,Virement bancaire,5
13325,2018687,1873,0,6992036,1464,4205,8500000000004,-1,Virement bancaire,4
13326,2018688,1861,0,6992049,857,6029,5699999999997,-1,PayPal,3
13327,2018689,0,0,6992036,1172,4064,7199999999998,-1,PayPal,5
13328,2018690,1876,0,6992036,1368,226,72999999999999,-1,Carte bancaire,2
13329,2018691,1860,0,6992049,1630,2096,8499999999999,1,Virement bancaire,5
13330,2018692,0,0,6992049,91,5311,6899999999996,0,Carte bancaire,4
13331,2018693,1869,0,6992036,1649,1837,1400000000001,-1,Espèces,1
13332,2018694,0,0,0,675,1432,23,0,Virement bancaire,5
13333,2018695,1869,0,6992036,1773,3768,6799999999998,0,Virement bancaire,2
13334,2018696,0,0,6992049,111,3058,5599999999999,1,PayPal,4
13335,2018697,1857,0,6992049,1200,1997,6700000000001,1,Carte bancaire,5
13336,2018698,0,0,6992036,1749,4593,2399999999998,-1,Espèces,4
13337,2018699,1860,0,6992049,1056,2140,3299999999999,1,Espèces,5
13338,2018700,1860,0,6992049,491,3419,54,1,Espèces,3
13339,2018701,0,0,6992049,1373,3676,0100000000002,0,Carte bancaire,2
13340,2018702,0,0,0,1364,4627,5799999999999,1,PayPal,2
13341,2018703,1877,0,6992036,1428,7046,9899999999998,-1,Virement bancaire,2
13342,2018704,0,0,0,1608,1452,5999999999999,1,Carte bancaire,5
13343,2018705,1858,0,6992036,1244,5227,8199999999997,-1,Carte bancaire,1
13344,2018706,1883,0,6992036,843,1289,98,-1,Virement bancaire,1
13345,2018707,1858,0,6992036,1637,5350,4700000000003,0,Virement bancaire,5
13346,2018708,1869,0,6992036,214,3707,6100000000001,0,Carte bancaire,3
13347,2018709,1861,0,6992049,1386,1303,3499999999999,0,Carte bancaire,5
13348,2018710,1860,0,6992049,125,1617,3399999999999,-1,PayPal,1
13349,2018711,1869,0,6992036,1173,7480,6700000000001,1,Virement bancaire,1
13350,2018712,0,0,6992036,1433,5964,46,1,PayPal,3
13351,2018713,1876,0,6992036,56,3647,3800000000001,0,Carte bancaire,1
13352,2018714,1876,0,6992036,1248,1986,1099999999999,-1,Espèces,5
13353,2018715,1876,0,6992036,353,2237,0300000000002,-1,Virement bancaire,4
13354,2018716,1858,0,6992036,538,105,34999999999999,1,PayPal,5
13355,2018717,1861,0,6992049,1663,1439,73,1,Virement bancaire,2
13356,2018718,0,0,0,298,5568,8599999999997,1,PayPal,5
13357,2018719,1873,0,6992036,762,5116,8100000000004,0,PayPal,3
13358,2018720,1858,0,6992036,1779,6489,4099999999999,0,Virement bancaire,5
13359,2018721,0,0,6992036,1418,2545,4000000000001,0,PayPal,5
13360,2018722,0,0,6992036,394,3042,6199999999999,-1,PayPal,5
13361,2018723,0,0,0,954,1672,76,1,Virement bancaire,1
13362,2018724,1861,0,6992049,82,959,15999999999997,-1,Carte bancaire,5
13363,2018725,0,0,6992049,730,6419,5,-1,Carte bancaire,5
13364,2018726,1876,0,6992036,1686,6241,6199999999999,-1,Espèces,5
13365,2018727,0,0,6992036,1367,3735,1900000000001,0,Espèces,5
13366,2018728,1877,0,6992036,501,3864,8699999999999,-1,Virement bancaire,1
13367,2018729,1883,0,6992036,1151,3259,6100000000001,1,Virement bancaire,5
13368,2018730,1883,0,6992036,738,2535,46,1,Carte bancaire,2
13369,2018731,1869,0,6992036,1046,4645,9300000000003,1,Carte bancaire,4
13370,2018732,0,0,6992036,407,5830,4700000000003,0,Carte bancaire,2
13371,2018733,1861,0,6992049,713,7053,1000000000004,-1,PayPal,4
13372,2018734,0,0,0,257,5828,1300000000001,0,Carte bancaire,3
13373,2018735,1869,0,6992036,1365,5564,4899999999998,-1,Virement bancaire,4
13374,2018736,1861,0,6992049,1808,2542,1199999999999,1,Carte bancaire,3
13375,2018737,0,0,6992036,1370,5572,3500000000004,1,Virement bancaire,3
13376,2018738,1873,0,6992036,1046,2427,9099999999999,0,Virement bancaire,3
13377,2018739,0,0,6992049,499,6526,3900000000003,0,Espèces,5
13378,2018740,0,0,6992036,858,3191,3299999999999,-1,Virement bancaire,2
13379,2018741,1877,0,6992036,1038,6845,79,0,Virement bancaire,4
13380,2018742,1860,0,6992049,1282,992,79999999999995,1,Virement bancaire,5
13381,2018743,0,0,6992036,1091,1431,9100000000001,1,Virement bancaire,3
13382,2018744,1873,0,6992036,815,3531,5500000000002,-1,PayPal,4
13383,2018745,1861,0,6992049,1020,5973,8100000000004,-1,PayPal,4
13384,2018746,1861,0,6992049,973,396,91000000000003,0,Carte bancaire,3
13385,2018747,1877,0,6992036,1089,1584,49,-1,Virement bancaire,1
13386,2018748,1883,0,6992036,1018,418,38,-1,Virement bancaire,4
13387,2018749,0,0,6992036,1555,5842,7799999999997,-1,Carte bancaire,2
13388,2018750,1877,0,6992036,338,2074,6999999999998,-1,Carte bancaire,1
13389,2018751,0,0,6992049,1241,1327,0999999999999,0,Carte bancaire,2
13390,2018752,1876,0,6992036,1351,7467,5900000000001,1,Virement bancaire,5
13391,2018753,0,0,6992036,1772,3733,8400000000001,-1,PayPal,2
13392,2018754,1861,0,6992049,898,5064,1999999999998,1,PayPal,5
13393,2018755,1876,0,6992036,1712,2461,4699999999998,0,PayPal,5
13394,2018721,0,0,6992036,1085,5970,0900000000001,0,Espèces,2
13395,2018756,1857,0,6992049,490,3421,3099999999999,0,Carte bancaire,4
13396,2018757,0,0,6992049,1097,2303,0100000000002,1,PayPal,4
13397,2018758,1858,0,6992036,737,3560,8000000000002,0,Virement bancaire,1
13398,2018759,0,0,0,973,5795,8100000000004,-1,Espèces,2
13399,2018760,0,0,0,1787,2289,8400000000001,0,PayPal,5
13400,2018761,1877,0,6992036,1653,7499,6099999999997,1,Carte bancaire,1
13401,2018762,1860,0,6992049,1552,1303,0999999999999,0,Espèces,5
13402,2018763,1857,0,6992049,460,2883,5300000000002,0,Carte bancaire,3
13403,2018764,1877,0,6992036,843,6181,8400000000001,-1,Espèces,4
13404,2018765,1876,0,6992036,530,4374,6899999999996,1,PayPal,4
13405,2018766,0,0,6992036,1147,5814,96,-1,Espèces,5
13406,2018767,0,0,6992049,1237,7448,6999999999998,-1,PayPal,4
13407,2018768,1860,0,6992049,1180,667,30999999999995,1,Virement bancaire,2
13408,2018769,0,0,6992049,742,6547,3400000000001,1,Espèces,3
13409,2018770,0,0,6992036,121,7260,0100000000002,0,Carte bancaire,2
13410,2018771,0,0,6992049,1197,159,61000000000001,0,Espèces,4
13411,2018772,1861,0,6992049,501,4359,8100000000004,-1,PayPal,1
13412,2018773,0,0,0,348,5062,6000000000004,0,Espèces,2
13413,2018774,0,0,0,1737,2441,2600000000002,1,Espèces,2
13414,2018775,0,0,6992036,1100,4771,4499999999998,-1,Espèces,4
13415,2018776,0,0,6992049,312,4472,8400000000001,1,Carte bancaire,5
13416,2018777,1877,0,6992036,1291,6818,5799999999999,-1,Virement bancaire,5
13417,2018778,1858,0,6992036,1440,3170,1900000000001,1,Virement bancaire,4
13418,2018779,0,0,6992036,1047,7167,3800000000001,-1,PayPal,3
13419,2018780,0,0,0,1198,3077,3600000000001,-1,Espèces,1
13420,2018781,0,0,6992036,1267,592,75999999999999,1,Virement bancaire,1
13421,2018782,0,0,6992036,106,3082,25,0,Carte bancaire,4
13422,2018783,1861,0,6992049,1428,2930,2600000000002,1,Carte bancaire,3
13423,2018784,1873,0,6992036,22,386,63999999999999,1,Carte bancaire,5
13424,2018785,0,0,6992036,925,3921,0999999999999,-1,Carte bancaire,2
13425,2018786,1861,0,6992049,1284,7027,9099999999999,-1,PayPal,4
13426,2018787,1883,0,6992036,721,6479,6499999999996,0,Espèces,4
13427,2018788,0,0,6992049,796,6719,1899999999996,1,Espèces,2
13428,2018789,1869,0,6992036,688,4560,6700000000001,-1,PayPal,1
13429,2018790,0,0,0,922,6496,4099999999999,1,Espèces,5
13430,2018791,0,0,6992036,479,2006,0999999999999,0,Carte bancaire,5
13431,2018792,1876,0,6992036,287,5267,3199999999997,-1,Espèces,4
13432,2018793,1857,0,6992049,618,766,82000000000005,1,Virement bancaire,3
13433,2018794,0,0,6992036,1639,5956,2700000000004,-1,Carte bancaire,3
13434,2018795,1857,0,6992049,988,4342,6899999999996,1,PayPal,2
13435,2018796,1858,0,6992036,474,7018,6800000000003,1,PayPal,4
13436,2018797,0,0,6992049,686,4350,2200000000003,1,Carte bancaire,1
13437,2018798,1877,0,6992036,888,652,32000000000005,1,Espèces,5
13438,2018799,1869,0,6992036,1671,2918,9699999999998,0,Espèces,3
13439,2018800,0,0,6992049,1450,415,5,-1,Carte bancaire,4
13440,2018801,1858,0,6992036,29,511,56,1,PayPal,1
13441,2018802,1860,0,6992049,1708,6176,0100000000002,1,Carte bancaire,4
13442,2018803,0,0,6992036,1761,5357,6000000000004,1,Carte bancaire,4
13443,2018804,0,0,6992036,864,5218,7600000000002,0,PayPal,4
13444,2018805,1861,0,6992049,1422,6580,29,1,Virement bancaire,2
13445,2018806,1861,0,6992049,1422,6689,1999999999998,-1,PayPal,4
13446,2018807,0,0,6992049,997,287,60000000000002,0,PayPal,1
13447,2018808,1857,0,6992049,1254,4465,8800000000001,-1,Carte bancaire,4
13448,2018809,1877,0,6992036,693,2005,49,1,Espèces,5
13449,2018810,0,0,6992049,1767,7474,6599999999999,0,Virement bancaire,2
13450,2018811,1858,0,6992036,1809,1208,1900000000001,0,Virement bancaire,2
13451,2018812,0,0,6992036,1613,1797,47,-1,PayPal,4
13452,2018813,1876,0,6992036,5,1808,2,-1,PayPal,3
13453,2018814,1857,0,6992049,456,4067,9099999999999,-1,Carte bancaire,2
13454,2018815,0,0,6992036,1419,3910,2199999999998,0,Carte bancaire,5
13455,2018816,1873,0,6992036,945,1183,74,-1,PayPal,2
13456,2018817,0,0,6992049,1060,2522,6100000000001,0,Espèces,4
13457,2018818,1857,0,6992049,1710,1752,52,0,Espèces,4
13458,2018819,1858,0,6992036,68,6745,1899999999996,-1,Espèces,2
13459,2018820,1873,0,6992036,717,3196,5,0,Espèces,5
13460,2018821,1883,0,6992036,265,4193,75,0,Espèces,4
13461,2018822,1876,0,6992036,599,7412,75,1,Carte bancaire,1
13462,2018823,0,0,0,113,7331,75,-1,Virement bancaire,4
13463,2018824,0,0,6992049,262,701,38,-1,Virement bancaire,4
13464,2018825,1857,0,6992049,1260,5627,6899999999996,-1,Virement bancaire,2
13465,2018826,0,0,6992049,125,4195,8699999999999,-1,Espèces,2
13466,2018827,0,0,6992036,1716,5155,9899999999998,0,Carte bancaire,2
13467,2018828,0,0,6992036,672,2190,3600000000001,1,PayPal,4
13468,2018829,0,0,6992049,954,7419,1199999999999,0,Espèces,1
13469,2018830,1858,0,6992036,513,7142,1599999999999,-1,PayPal,3
13470,2018831,1861,0,6992049,247,1903,3,-1,PayPal,4
13471,2018832,1873,0,6992036,762,2135,1399999999999,0,Virement bancaire,2
13472,2018833,1869,0,6992036,1741,965,53999999999996,0,Virement bancaire,4
13473,2018834,1861,0,6992049,1180,7078,7799999999997,0,PayPal,5
13474,2018835,1857,0,6992049,415,1513,8499999999999,1,Carte bancaire,5
13475,2018836,0,0,0,1580,1277,75,1,PayPal,1
13476,2018837,1857,0,6992049,1166,339,79000000000002,0,Espèces,5
13477,2018838,1857,0,6992049,1427,521,89999999999998,1,Virement bancaire,3
13478,2018839,1873,0,6992036,359,4838,1400000000003,0,PayPal,1
13479,2018840,1876,0,6992036,222,2271,9499999999998,0,Virement bancaire,3
13480,2018841,1861,0,6992049,1547,7297,8400000000001,-1,PayPal,4
13481,2018842,0,0,6992036,1272,6146,3100000000004,-1,Virement bancaire,3
13482,2018843,1861,0,6992049,430,6556,7399999999998,-1,Carte bancaire,5
13483,2018844,1857,0,6992049,797,379,91000000000003,1,Virement bancaire,5
13484,2018337,1860,0,6992049,649,5240,8999999999996,0,Carte bancaire,5
13485,2018845,1873,0,6992036,1170,2609,5300000000002,-1,Carte bancaire,4
13486,2018846,1858,0,6992036,1333,6464,7700000000004,0,PayPal,4
13487,2018847,1869,0,6992036,308,229,03999999999999,1,Virement bancaire,4
13488,2018848,0,0,6992049,197,6464,3699999999999,-1,Virement bancaire,1
13489,2018849,1860,0,6992049,1453,2076,46,1,PayPal,4
13490,2018850,0,0,6992049,1340,5974,1899999999996,0,Carte bancaire,5
13491,2018851,1877,0,6992036,192,2773,3000000000002,1,Espèces,3
13492,2018852,1877,0,6992036,1320,5560,5799999999999,1,PayPal,2
13493,2018853,0,0,0,644,218,90000000000001,1,PayPal,5
13494,2018854,1877,0,6992036,74,7405,5,-1,Carte bancaire,3
13495,2018855,1876,0,6992036,1437,6091,3400000000001,0,Virement bancaire,1
13496,2018856,0,0,0,294,5310,4200000000001,1,Virement bancaire,3
13497,2018857,0,0,0,673,292,31999999999999,0,PayPal,2
13498,2018858,1858,0,6992036,925,3146,8099999999999,0,Espèces,2
13499,2018859,1873,0,6992036,756,2671,5500000000002,0,Virement bancaire,2
13500,2018860,1858,0,6992036,1801,2194,8600000000001,-1,Virement bancaire,2
13501,2018861,1883,0,6992036,1297,1283,9300000000001,0,PayPal,4
13502,2018862,0,0,6992049,974,6744,8699999999999,1,Carte bancaire,3
13503,2018817,1877,0,6992036,506,6093,96,1,Virement bancaire,3
13504,2018863,0,0,0,1580,4864,1700000000001,-1,Virement bancaire,5
13505,2018864,0,0,6992036,1270,4872,5799999999999,0,Virement bancaire,5
13506,2018865,1857,0,6992049,201,3681,5,1,Virement bancaire,4
13507,2018866,1883,0,6992036,421,1830,53,0,Carte bancaire,4
13508,2018867,1858,0,6992036,279,6418,6000000000004,-1,Carte bancaire,5
13509,2018868,0,0,0,877,5087,5699999999997,-1,Virement bancaire,3
13510,2018869,0,0,6992036,1175,5665,71,-1,Carte bancaire,3
13511,2018870,0,0,0,1764,6353,6300000000001,0,Virement bancaire,1
13512,2018871,1876,0,6992036,1140,3814,9400000000001,-1,PayPal,3
13513,2018872,1883,0,6992036,1816,6193,6499999999996,1,Carte bancaire,2
13514,2018873,1858,0,6992036,1792,4075,6599999999999,0,PayPal,3
13515,2018874,1860,0,6992049,133,5615,7399999999998,1,PayPal,4
13516,2018875,1883,0,6992036,903,678,07000000000005,0,Espèces,5
13517,2018876,0,0,6992036,34,2161,9299999999998,0,Virement bancaire,4
13518,2018877,1877,0,6992036,1507,3955,27,1,Espèces,4
13519,2018878,0,0,6992036,1304,1875,6800000000001,1,Carte bancaire,2
13520,2018879,0,0,6992036,637,1086,1199999999999,0,Virement bancaire,1
13521,2018880,0,0,6992036,1186,3371,1599999999999,1,Carte bancaire,5
13522,2018881,1883,0,6992036,725,3129,21,0,Espèces,4
13523,2018882,1873,0,6992036,994,1767,02,0,Espèces,5
13524,2018883,1883,0,6992036,138,4313,4799999999996,-1,Espèces,1
13525,2018884,1883,0,6992036,178,2072,54,-1,Virement bancaire,1
13526,2018885,1869,0,6992036,625,3708,6900000000001,1,Virement bancaire,1
13527,2018886,0,0,6992036,801,5209,0900000000001,1,Carte bancaire,5
13528,2018887,1873,0,6992036,1051,1300,8399999999999,1,PayPal,2
13529,2018888,1861,0,6992049,1373,7239,21,0,Carte bancaire,2
13530,2018889,1877,0,6992036,13,542,90999999999997,-1,Carte bancaire,3
13531,2018890,1873,0,6992036,1798,3422,75,0,Espèces,3
13532,2018891,0,0,0,321,1164,54,1,Virement bancaire,5
13533,2018892,0,0,6992036,596,3405,7800000000002,-1,Virement bancaire,2
13534,2018893,1877,0,6992036,416,5004,1400000000003,-1,Espèces,5
13535,2018894,1858,0,6992036,696,2609,1399999999999,0,Espèces,5
13536,2018895,1857,0,6992049,1319,6548,5200000000004,1,Espèces,4
13537,2018896,1861,0,6992049,257,2967,9200000000001,0,PayPal,1
13538,2018897,1873,0,6992036,70,6171,5299999999997,0,Virement bancaire,3
13539,2018898,1873,0,6992036,827,5384,6099999999997,1,Carte bancaire,3
13540,2018899,1883,0,6992036,1818,2569,4400000000001,0,PayPal,2
13541,2018900,1861,0,6992049,725,1873,5699999999999,1,Virement bancaire,1
13542,2018901,0,0,0,478,1362,1400000000001,1,PayPal,3
13543,2018902,1873,0,6992036,667,5638,8299999999999,0,Carte bancaire,2
13544,2018903,1869,0,6992036,1806,1359,9200000000001,1,Carte bancaire,4
13545,2018904,1860,0,6992049,1403,6012,0200000000004,-1,Virement bancaire,5
13546,2018905,1858,0,6992036,550,5744,3000000000002,1,PayPal,3
13547,2018906,1883,0,6992036,1554,4376,2200000000003,-1,Espèces,1
13548,2018907,1877,0,6992036,1726,645,87,0,Carte bancaire,4
13549,2018908,1876,0,6992036,860,4820,3699999999999,0,Carte bancaire,4
13550,2018909,0,0,6992049,777,3956,5799999999999,1,Carte bancaire,1
13551,2018910,1860,0,6992049,146,3861,6599999999999,1,Carte bancaire,3
13552,2018911,1857,0,6992049,1336,6003,3999999999996,0,Espèces,5
13553,2018912,1873,0,6992036,328,1292,1500000000001,0,PayPal,4
13554,2018913,1860,0,6992049,883,4923,1499999999996,-1,Virement bancaire,1
13555,2018914,0,0,0,1435,5042,7600000000002,0,Carte bancaire,2
13556,2018915,0,0,6992049,342,5956,46,0,Virement bancaire,2
13557,2018916,1857,0,6992049,1079,326,11000000000001,0,PayPal,4
13558,2018917,1876,0,6992036,1375,3261,8000000000002,0,PayPal,4
13559,2018918,1857,0,6992049,442,6774,9799999999996,1,Carte bancaire,4
13560,2018919,1877,0,6992036,1090,1771,48,1,Carte bancaire,1
13561,2018920,0,0,0,1156,3107,5700000000002,-1,Carte bancaire,5
13562,2018921,0,0,6992049,509,1970,7,0,Carte bancaire,5
13563,2018922,1876,0,6992036,768,1422,1300000000001,0,Carte bancaire,1
13564,2018923,1857,0,6992049,940,1551,46,1,PayPal,1
13565,2018924,0,0,6992036,1811,6024,3400000000001,1,PayPal,3
13566,2018925,1869,0,6992036,977,3916,2600000000002,0,Espèces,1
13567,2018926,0,0,6992036,999,6234,5100000000002,-1,Carte bancaire,1
13568,2018927,1876,0,6992036,633,5267,1999999999998,0,Espèces,1
13569,2018928,1858,0,6992036,24,444,52999999999997,1,Carte bancaire,2
13570,2018929,1869,0,6992036,753,4316,8400000000001,1,Carte bancaire,2
13571,2018930,1877,0,6992036,172,6156,7799999999997,-1,Espèces,2
13572,2018931,0,0,6992049,1092,442,06,1,PayPal,1
13573,2018932,1877,0,6992036,1403,5184,5,-1,Virement bancaire,2
13574,2018933,0,0,6992036,1316,4241,3599999999997,0,PayPal,1
13575,2018934,0,0,6992036,281,6013,7200000000003,-1,Espèces,2
13576,2018935,0,0,6992049,1713,939,03999999999996,1,Carte bancaire,5
13577,2018936,1873,0,6992036,581,5798,4499999999998,-1,Espèces,4
13578,2018937,0,0,0,1707,661,08000000000004,-1,Carte bancaire,3
13579,2018938,0,0,6992036,495,5620,1499999999996,0,Virement bancaire,1
13580,2018939,0,0,6992049,1584,3929,5900000000001,1,PayPal,3
13581,2018940,1883,0,6992036,1477,5958,0500000000002,1,Espèces,3
13582,2018941,1860,0,6992049,1479,6021,8699999999999,0,Carte bancaire,5
13583,2018942,0,0,6992049,672,5043,1899999999996,1,Carte bancaire,2
13584,2018943,1876,0,6992036,1554,3703,7199999999998,0,Carte bancaire,3
13585,2018944,0,0,6992036,1233,1566,6900000000001,-1,Carte bancaire,3
13586,2018945,1860,0,6992049,1229,627,38999999999999,-1,Espèces,3
13587,2018946,1861,0,6992049,592,3982,96,1,Virement bancaire,3
13588,2018947,0,0,6992036,344,482,22000000000003,-1,Espèces,5
13589,2018948,1858,0,6992036,56,5094,79,1,Espèces,3
13590,2018949,1869,0,6992036,745,5343,21,-1,Carte bancaire,1
13591,2018950,1861,0,6992049,81,6609,2700000000004,1,PayPal,1
13592,2018951,0,0,0,1690,1115,05,1,Espèces,1
13593,2018952,0,0,6992036,1747,1733,1199999999999,1,PayPal,4
13594,2018953,1873,0,6992036,1027,3885,4099999999999,1,PayPal,3
13595,2018954,0,0,6992049,76,3194,2399999999998,0,Espèces,1
13596,2018955,1860,0,6992049,51,6895,9700000000003,0,PayPal,4
13597,2018956,1858,0,6992036,236,4865,5299999999997,0,Espèces,5
13598,2018957,1883,0,6992036,193,3830,1700000000001,-1,Virement bancaire,4
13599,2018958,0,0,6992049,1479,7455,7299999999996,0,Espèces,5
13600,2018959,1876,0,6992036,929,4374,6800000000003,-1,Virement bancaire,5
13601,2018960,1857,0,6992049,1549,6094,0600000000004,0,PayPal,1
13602,2018961,1873,0,6992036,1510,3327,8800000000001,1,Virement bancaire,3
13603,2018962,1877,0,6992036,1009,7462,21,1,Espèces,3
13604,2018963,1877,0,6992036,195,3151,3600000000001,0,Espèces,4
13605,2018964,0,0,6992036,703,7470,9499999999998,-1,PayPal,2
13606,2018965,1861,0,6992049,1028,6223,3599999999997,0,PayPal,2
13607,2018966,1876,0,6992036,1518,6042,8199999999997,1,Carte bancaire,4
13608,2018967,1869,0,6992036,1770,193,12,-1,PayPal,2
13609,2018968,0,0,6992049,1063,6045,5299999999997,0,Virement bancaire,2
13610,2018969,1877,0,6992036,1616,268,51999999999998,0,PayPal,2
13611,2018970,0,0,6992049,49,3429,8899999999999,1,Espèces,3
13612,2018971,1858,0,6992036,377,3172,5,1,PayPal,3
13613,2018972,1861,0,6992049,1510,5974,9099999999999,1,PayPal,2
13614,2018973,0,0,0,1490,920,69000000000005,0,Carte bancaire,5
13615,2018974,0,0,6992049,315,4836,5699999999997,1,Carte bancaire,3
13616,2018975,0,0,6992036,14,3555,4000000000001,0,Espèces,4
13617,2018976,0,0,6992049,699,5221,7200000000003,1,Carte bancaire,2
13618,2018977,1857,0,6992049,1369,5248,25,-1,Espèces,2
13619,2018978,1876,0,6992036,981,5241,3100000000004,1,PayPal,5
13620,2018979,0,0,6992049,1417,2707,3000000000002,0,PayPal,2
13621,2018980,1861,0,6992049,1499,4115,0200000000004,1,Virement bancaire,1
13622,2018981,1876,0,6992036,1084,6288,3400000000001,0,Virement bancaire,4
13623,2018982,1876,0,6992036,1421,4875,25,1,Espèces,1
13624,2018983,1869,0,6992036,660,4874,3900000000003,0,Carte bancaire,5
13625,2018984,1858,0,6992036,1774,7404,9700000000003,0,Carte bancaire,1
13626,2018985,1858,0,6992036,1798,3239,5999999999999,0,PayPal,5
13627,2018986,1883,0,6992036,671,1955,23,0,PayPal,3
13628,2018987,1869,0,6992036,230,248,94999999999999,-1,Virement bancaire,4
13629,2018988,1869,0,6992036,837,1371,1199999999999,0,Espèces,5
13630,2018989,0,0,6992036,1729,3223,5500000000002,1,Espèces,2
13631,2018990,0,0,6992036,338,6346,4399999999996,1,Carte bancaire,3
13632,2018991,1869,0,6992036,1114,4115,8100000000004,0,Virement bancaire,4
13633,2018992,1873,0,6992036,653,4435,6599999999999,-1,Espèces,4
13634,2018993,1877,0,6992036,1565,981,26999999999998,0,Carte bancaire,5
13635,2018994,1861,0,6992049,961,3196,1799999999998,0,PayPal,5
13636,2018995,1861,0,6992049,1646,5539,8199999999997,1,Carte bancaire,3
13637,2018996,1860,0,6992049,10,3407,8099999999999,1,Espèces,3
13638,2018997,0,0,0,1297,1666,3099999999999,1,Carte bancaire,4
13639,2018998,1857,0,6992049,94,140,94999999999999,-1,Espèces,4
13640,2018751,1883,0,6992036,300,2903,4400000000001,0,Espèces,2
13641,2018999,1877,0,6992036,1548,1147,3199999999999,1,Carte bancaire,4
13642,2019000,1869,0,6992036,383,2492,3499999999999,0,PayPal,5
13643,2019001,1861,0,6992049,1577,210,41,-1,Carte bancaire,5
13644,2019002,1877,0,6992036,1340,1232,7,-1,Espèces,3
13645,2019003,1876,0,6992036,830,4262,6800000000003,0,Espèces,3
13646,2019004,1861,0,6992049,1041,3349,8600000000001,-1,Carte bancaire,4
13647,2019005,1869,0,6992036,114,5976,1599999999999,-1,PayPal,1
13648,2019006,1860,0,6992049,167,3266,1799999999998,1,Espèces,2
13649,2019007,0,0,6992036,1037,6033,5699999999997,-1,Virement bancaire,4
13650,2019008,1869,0,6992036,1164,3463,8499999999999,0,Espèces,1
13651,2019009,1858,0,6992036,708,3310,3099999999999,-1,Espèces,4
13652,2019010,1869,0,6992036,1807,2348,3699999999999,-1,Carte bancaire,2
13653,2019011,1876,0,6992036,1266,7158,8500000000004,1,Carte bancaire,4
13654,2019012,1876,0,6992036,1167,3680,3200000000002,1,PayPal,4
13655,2019013,1876,0,6992036,1345,1430,24,1,Espèces,3
13656,2019014,0,0,0,797,5240,8699999999999,1,Carte bancaire,2
13657,2019015,1869,0,6992036,1245,3064,1700000000001,-1,Virement bancaire,4
13658,2019016,1861,0,6992049,352,2826,3899999999999,0,Virement bancaire,1
13659,2019017,1857,0,6992049,1505,6624,5,-1,Carte bancaire,1
13660,2019018,1857,0,6992049,1124,4206,6599999999999,1,Carte bancaire,2
13661,2019019,0,0,6992036,1108,6514,7799999999997,-1,PayPal,2
13662,2019020,1861,0,6992049,1264,5293,9099999999999,0,Espèces,3
13663,2019021,1877,0,6992036,908,5142,8199999999997,-1,Carte bancaire,4
13664,2019022,0,0,6992036,667,2151,0100000000002,1,PayPal,5
13665,2019023,0,0,0,1363,7110,9799999999996,-1,Virement bancaire,2
